EP001	EP002	EP003	EP004	EP005	EP006	EP007	EP008	EP009	EP010	EP011	EP012	EP013	EP014	EP015	EP016	EP017	EP018	EP019	EP020	EP021	EP022	EP023	EP024	EP025	EP026	EP027	EP028	EP029	EP030	EP031	EP032	EP033	EP034	EP035	EP036	EP037	EP038	EP039	EP040	EP041	EP042	EP043	EP044	EP045	EP046	EP047	EP048	EP049	EP050	EP051	EP052	EP053	EP054	EP055	EP056	EP057	EP058	EP059	EP060	EP061	EP062	EP063	EP064	EP065	EP066	EP067	EP068	EP069	EP070	EP071	EP072	EP073	EP074	EP075	EP076	EP077	EP078	EP079	EP080	EP081	EP082	EP083	EP084	EP085	EP086	EP087	EP088	EP089	EP090	EP091	EP092	EP093	EP094	EP095	EP096	EP097	EP098	EP099	EP100	EP101	EP102	EP103	EP104
cg18391209	0.30365	0.30885	0.77602	0.75845	0.28098	0.29638	0.76561	0.76621	0.75887	0.7157	0.80506	0.31677	0.31466	0.7639	0.72769	0.28166	0.3742	0.77235	0.33429	0.30983	0.74887	0.30889	0.77506	0.29294	0.35498	0.76269	0.77923	0.78587	0.72732	0.75824	0.78032	0.66757	0.30024	0.74512	0.77035	0.31144	0.28679	0.76278	0.29512	0.34171	0.3157	0.7148	0.75396	0.31768	0.73287	0.31444	0.3025	0.28578	0.77103	0.33105	0.75397	0.26159	0.77838	0.31677	0.29856	0.28413	0.79219	0.33805	0.72212	0.31324	0.37944	0.35293	0.76238	0.80693	0.32526	0.27552	0.75507	0.35619	0.77869	0.34521	0.7837	0.77522	0.76074	0.32532	0.30883	0.31378	0.24708	0.7694	0.74552	0.32247	0.73506	0.35354	0.78934	0.28916	0.77478	0.70524	0.75355	0.27941	0.77371	0.29831	0.74419	0.31022	0.70253	0.29189	0.28674	0.36512	0.27301	0.79092	0.27562	0.25917	0.75155	0.3023	0.33139	0.27419
cg04798314	0.30316	0.88205	0.85795	0.54045	0.51539	0.86254	0.85112	0.84699	0.55499	0.56069	0.66152	0.17117	0.10282	0.58733	0.13488	0.87504	0.79874	0.89439	0.86504	0.51955	0.14992	0.85833	0.90051	0.58786	0.55962	0.8535	0.86391	0.82648	0.88237	0.5304	0.60293	0.12758	0.59077	0.55612	0.60405	0.88563	0.11285	0.11778	0.61318	0.58658	0.63435	0.11711	0.61532	0.53768	0.87206	0.57501	0.5384	0.86214	0.54685	0.87604	0.12446	0.56298	0.87054	0.72871	0.11403	0.50797	0.54373	0.11374	0.87426	0.56675	0.56142	0.8708	0.53531	0.58936	0.86994	0.59917	0.8138	0.60828	0.63772	0.15636	0.56705	0.55323	0.6169	0.14326	0.10849	0.55858	0.86704	0.48682	0.80476	0.46402	0.16378	0.60076	0.8975	0.12428	0.56952	0.56971	0.8689	0.11897	0.49521	0.5976	0.6165	0.60775	0.88053	0.85342	0.58975	0.86836	0.59636	0.85766	0.84934	0.54964	0.13236	0.84787	0.575	0.57232
cg27091865	0.72706	0.35886	0.36015	0.48249	0.38075	0.22847	0.70435	0.26046	0.33921	0.48594	0.65753	0.26312	0.72982	0.78794	0.70631	0.41752	0.37124	0.53261	0.85199	0.49179	0.36706	0.34235	0.63472	0.38218	0.43943	0.51771	0.57196	0.42092	0.7759	0.36087	0.79273	0.66232	0.4656	0.50561	0.37471	0.76521	0.81225	0.33272	0.83957	0.83915	0.76028	0.75641	0.62221	0.31681	0.78181	0.43303	0.2742	0.54034	0.3231	0.31899	0.82722	0.87632	0.53595	0.41012	0.46341	0.48999	0.56568	0.87231	0.68914	0.36391	0.64323	0.79673	0.83455	0.51515	0.34804	0.33069	0.334	0.63737	0.31679	0.70937	0.34134	0.33606	0.50264	0.79519	0.56987	0.5761	0.78214	0.38988	0.71706	0.59539	0.78368	0.36856	0.38499	0.40057	0.77169	0.83487	0.84662	0.3183	0.24547	0.53157	0.81813	0.62425	0.80764	0.70913	0.43656	0.84591	0.80799	0.27548	0.52766	0.61232	0.72666	0.33329	0.79279	0.84329
cg25623934	0.08147	0.13324	0.58112	0.56004	0.54338	0.49205	0.06738	0.40839	0.38587	0.37482	0.07504	0.57109	0.46624	0.07375	0.07125	0.4697	0.59503	0.46643	0.07187	0.60961	0.59724	0.57977	0.49841	0.59183	0.51768	0.08668	0.23542	0.56145	0.07825	0.56302	0.07307	0.24678	0.54709	0.51334	0.62916	0.49678	0.0654	0.59619	0.07516	0.21351	0.08998	0.07072	0.46806	0.60368	0.0825	0.59415	0.47614	0.36162	0.64335	0.56919	0.08449	0.09023	0.42195	0.56201	0.4855	0.07163	0.4769	0.07695	0.57721	0.56694	0.44673	0.18463	0.48323	0.21968	0.51177	0.36505	0.50009	0.36148	0.60973	0.49259	0.26121	0.56359	0.43835	0.0775	0.43829	0.4261	0.29037	0.55806	0.25831	0.50554	0.15338	0.53138	0.08468	0.51637	0.21652	0.07111	0.08648	0.25526	0.64209	0.55628	0.07656	0.46473	0.43317	0.26156	0.49118	0.12399	0.07634	0.60363	0.47234	0.30566	0.37455	0.6192	0.15074	0.17743
cg08470875	0.46635	0.6958	0.62818	0.17636	0.13728	0.67521	0.63555	0.79238	0.66799	0.31519	0.6626	0.66224	0.18999	0.66663	0.15902	0.55599	0.57257	0.41391	0.1895	0.65512	0.79048	0.16409	0.20308	0.75734	0.18641	0.76841	0.63242	0.15481	0.17062	0.66813	0.19962	0.74782	0.18907	0.69553	0.79045	0.13226	0.55637	0.7774	0.18556	0.17397	0.15777	0.17826	0.16391	0.16206	0.40015	0.65648	0.70058	0.66844	0.68889	0.23234	0.21042	0.60691	0.20003	0.46117	0.21739	0.6886	0.74214	0.22708	0.57056	0.21937	0.61664	0.59964	0.29964	0.58295	0.24344	0.21279	0.69891	0.61218	0.80417	0.64116	0.70032	0.2176	0.25477	0.19732	0.20781	0.57067	0.22139	0.67479	0.4294	0.58219	0.51681	0.6836	0.21558	0.66094	0.23026	0.48193	0.14196	0.69367	0.19952	0.15385	0.47071	0.66283	0.15794	0.30844	0.15792	0.603	0.17491	0.20441	0.61781	0.6714	0.49848	0.70284	0.684	0.18529
cg04944784	0.5118	0.52618	0.48438	0.0929	0.08908	0.49054	0.50073	0.64375	0.60334	0.36418	0.58905	0.51921	0.0958	0.52449	0.08489	0.5109	0.48705	0.47568	0.09591	0.51186	0.64495	0.11071	0.07875	0.62981	0.1033	0.71488	0.53529	0.10091	0.12519	0.52881	0.09893	0.6118	0.1405	0.56308	0.62536	0.07978	0.52438	0.65345	0.19932	0.09831	0.09248	0.09297	0.09603	0.07878	0.52431	0.55605	0.55835	0.53379	0.51049	0.14147	0.10435	0.52074	0.09879	0.30878	0.09694	0.52912	0.64611	0.09844	0.48131	0.08828	0.51948	0.6614	0.33889	0.50001	0.12607	0.10519	0.50175	0.52051	0.63407	0.50087	0.52782	0.08253	0.09399	0.09781	0.08466	0.49787	0.22589	0.49843	0.4599	0.47405	0.49403	0.52766	0.09106	0.52218	0.10182	0.51474	0.08556	0.51212	0.0894	0.13159	0.48741	0.47787	0.09041	0.37659	0.09536	0.54611	0.1041	0.15629	0.55547	0.50905	0.45544	0.49796	0.51446	0.10725
cg26314531	0.47389	0.57031	0.47648	0.08864	0.08433	0.54035	0.55386	0.69049	0.65375	0.1459	0.43754	0.51311	0.07911	0.57622	0.07869	0.45983	0.47828	0.35876	0.071	0.52574	0.67968	0.08111	0.09867	0.6806	0.08267	0.81323	0.53041	0.07763	0.07583	0.52688	0.07736	0.67684	0.09041	0.61971	0.68316	0.08397	0.45558	0.69413	0.08857	0.0737	0.06408	0.07596	0.08367	0.07859	0.56226	0.52889	0.57762	0.54111	0.5399	0.08876	0.077	0.52005	0.07679	0.31058	0.0785	0.53573	0.6941	0.08319	0.47166	0.07614	0.5055	0.59709	0.1675	0.48668	0.08806	0.08052	0.54574	0.50041	0.69711	0.55078	0.56206	0.08119	0.06756	0.07415	0.08339	0.47435	0.10721	0.50489	0.30125	0.49505	0.43263	0.52904	0.0806	0.50009	0.07984	0.49027	0.07769	0.54071	0.07708	0.06977	0.44097	0.53028	0.08178	0.21985	0.09045	0.50008	0.09249	0.08821	0.55898	0.50503	0.4048	0.52138	0.53964	0.09064
cg15652532	0.5411	0.25983	0.35465	0.12642	0.50633	0.12516	0.52527	0.12034	0.47819	0.15311	0.19842	0.12684	0.129	0.17763	0.15576	0.13418	0.50831	0.14534	0.12744	0.41312	0.11231	0.48987	0.56423	0.52055	0.50985	0.12908	0.54309	0.13861	0.53976	0.11848	0.17555	0.20507	0.51154	0.12893	0.55506	0.51352	0.50092	0.8219	0.5545	0.57709	0.12964	0.53701	0.5381	0.11693	0.15602	0.1189	0.5104	0.15825	0.50762	0.54299	0.12795	0.19657	0.12824	0.34626	0.1698	0.12625	0.17656	0.14621	0.48917	0.53065	0.51857	0.61848	0.15615	0.15497	0.15111	0.13085	0.16401	0.13773	0.50899	0.50652	0.12242	0.12272	0.5224	0.18504	0.53951	0.16739	0.18641	0.11292	0.51561	0.15349	0.1797	0.14057	0.50736	0.13964	0.56031	0.172	0.59728	0.11248	0.49358	0.14043	0.16425	0.5457	0.13441	0.15703	0.48672	0.52014	0.55398	0.10952	0.20518	0.13921	0.53379	0.12543	0.54666	0.18451
cg19384241	0.85911	0.7896	0.84141	0.77403	0.06137	0.54591	0.0814	0.65458	0.88398	0.86588	0.59047	0.51446	0.87094	0.57322	0.86114	0.85201	0.82113	0.85709	0.83553	0.48698	0.08772	0.86506	0.60853	0.5304	0.86559	0.85806	0.86629	0.54729	0.59032	0.50259	0.85795	0.87049	0.55544	0.85791	0.55311	0.54735	0.5111	0.83748	0.7947	0.86881	0.8707	0.83028	0.55875	0.83918	0.55973	0.54733	0.05831	0.54875	0.51694	0.52814	0.07086	0.87677	0.86392	0.6714	0.44449	0.07328	0.84308	0.52883	0.87421	0.51041	0.08256	0.5665	0.86816	0.8575	0.47703	0.8543	0.83492	0.0886	0.85649	0.13103	0.51347	0.51032	0.54844	0.56572	0.50469	0.52352	0.564	0.85917	0.53007	0.48998	0.84753	0.52729	0.848	0.87714	0.53445	0.56401	0.88526	0.86215	0.49905	0.8402	0.85749	0.55533	0.86598	0.86704	0.50643	0.53233	0.52432	0.8318	0.84526	0.80817	0.8786	0.86992	0.86849	0.52627
cg15149655	0.52416	0.6459	0.59501	0.17955	0.12131	0.43223	0.62639	0.57487	0.61231	0.55386	0.7107	0.07413	0.15899	0.58641	0.48902	0.57882	0.10337	0.34133	0.24708	0.08803	0.42874	0.08539	0.57149	0.07787	0.12306	0.35082	0.0924	0.10129	0.35674	0.56625	0.68836	0.41466	0.3951	0.13676	0.64786	0.60396	0.26597	0.16281	0.087	0.12648	0.3297	0.58603	0.50818	0.16524	0.44652	0.11386	0.51665	0.52709	0.07992	0.63044	0.10506	0.56047	0.67986	0.12502	0.10297	0.53463	0.34905	0.08888	0.20476	0.61583	0.60854	0.14575	0.08113	0.32574	0.5553	0.09178	0.29679	0.48322	0.46072	0.14424	0.53036	0.43838	0.42711	0.50359	0.4509	0.22878	0.30951	0.47275	0.34854	0.09627	0.38001	0.45981	0.2744	0.3782	0.46983	0.37773	0.22797	0.63271	0.38797	0.58699	0.18927	0.13119	0.60991	0.15503	0.33525	0.13506	0.45612	0.29599	0.3368	0.58528	0.11573	0.53827	0.50405	0.09375
cg06193597	0.91216	0.90368	0.73785	0.20304	0.23882	0.87588	0.75765	0.23072	0.74631	0.70113	0.61873	0.20077	0.73611	0.17852	0.19516	0.87395	0.22236	0.24231	0.22147	0.78108	0.19012	0.88502	0.76463	0.259	0.75959	0.76256	0.22087	0.2517	0.75835	0.76789	0.79487	0.24281	0.89471	0.20115	0.23687	0.88619	0.74771	0.21696	0.77433	0.75141	0.72412	0.20692	0.8967	0.75816	0.8967	0.76271	0.8868	0.87748	0.78298	0.87505	0.74517	0.88704	0.28004	0.27487	0.87193	0.74524	0.2524	0.74836	0.23767	0.74225	0.747	0.77509	0.88949	0.74161	0.24498	0.72293	0.24288	0.76257	0.22758	0.88049	0.23949	0.73655	0.78757	0.87564	0.22048	0.7319	0.87284	0.87998	0.76208	0.22798	0.76385	0.71303	0.74112	0.75192	0.76306	0.88073	0.73802	0.74721	0.73895	0.24392	0.74019	0.76348	0.2224	0.75045	0.24251	0.25571	0.85496	0.2186	0.7544	0.75517	0.22412	0.27308	0.21341	0.74501
cg18557837	0.54781	0.61726	0.07633	0.52268	0.50495	0.08825	0.09446	0.07947	0.08463	0.08056	0.61774	0.10204	0.08355	0.09219	0.5413	0.08585	0.07642	0.09557	0.54726	0.06942	0.52994	0.08237	0.53654	0.52015	0.54046	0.08969	0.0819	0.08292	0.0738	0.08547	0.08584	0.08209	0.09315	0.09315	0.08223	0.08535	0.08586	0.07937	0.08777	0.07285	0.08031	0.50687	0.09082	0.07728	0.09728	0.5116	0.0831	0.55928	0.5185	0.08023	0.08975	0.51718	0.09008	0.2889	0.50731	0.08379	0.08239	0.47831	0.08004	0.08418	0.06691	0.08666	0.50117	0.08479	0.84871	0.54883	0.09377	0.08566	0.1007	0.10694	0.08765	0.07477	0.08538	0.54294	0.08506	0.08559	0.08742	0.0826	0.19289	0.0719	0.1	0.52626	0.48557	0.50382	0.09001	0.09065	0.09557	0.08788	0.08283	0.08093	0.09961	0.07561	0.50656	0.09279	0.08487	0.085	0.08504	0.81304	0.53737	0.4955	0.10173	0.08834	0.09258	0.08161
cg24384244	0.18643	0.08596	0.55843	0.11482	0.64115	0.2119	0.61884	0.65055	0.08645	0.61503	0.11708	0.70081	0.45236	0.17651	0.24401	0.58903	0.59343	0.07921	0.60292	0.62223	0.64311	0.64221	0.48714	0.44556	0.60671	0.07949	0.5792	0.08579	0.09197	0.13526	0.74112	0.45289	0.28442	0.49559	0.14009	0.07978	0.09318	0.66251	0.56482	0.14753	0.10923	0.09192	0.33554	0.09484	0.31256	0.08273	0.75348	0.09137	0.08177	0.08851	0.55592	0.42126	0.09148	0.21253	0.10988	0.08498	0.10112	0.09505	0.50728	0.46003	0.11659	0.1191	0.58453	0.47297	0.6702	0.72656	0.21923	0.39912	0.49028	0.10176	0.15632	0.58573	0.08544	0.43757	0.45643	0.12692	0.19469	0.68379	0.08464	0.63242	0.14405	0.49673	0.09132	0.08708	0.08594	0.33379	0.44316	0.24629	0.73047	0.1047	0.08683	0.32343	0.65298	0.37819	0.18939	0.50815	0.17266	0.26536	0.10095	0.08868	0.34387	0.10003	0.54324	0.09042
cg26325335	0.51283	0.59324	0.59796	0.17419	0.10281	0.10906	0.09603	0.61566	0.60366	0.57724	0.62807	0.32718	0.2103	0.08379	0.55745	0.44339	0.18931	0.50798	0.55436	0.09816	0.22752	0.43498	0.57021	0.5798	0.52008	0.10491	0.33545	0.60213	0.4448	0.58452	0.62942	0.50407	0.58604	0.12542	0.17257	0.08852	0.53497	0.41277	0.58089	0.20256	0.10951	0.60142	0.08395	0.11537	0.16613	0.10938	0.56145	0.11971	0.12756	0.38171	0.09424	0.26742	0.06514	0.33069	0.52772	0.12941	0.22195	0.0925	0.54729	0.50604	0.56903	0.52238	0.57097	0.15154	0.13905	0.12943	0.60505	0.13086	0.14763	0.19855	0.16526	0.54607	0.0893	0.19389	0.50496	0.31091	0.30511	0.09421	0.08121	0.60647	0.22408	0.50263	0.10277	0.49713	0.15023	0.18637	0.37432	0.35653	0.20404	0.26756	0.24704	0.10965	0.14156	0.13981	0.16925	0.1141	0.15503	0.60792	0.44457	0.46537	0.47913	0.49265	0.17629	0.31595
cg19233043	0.08091	0.17268	0.6306	0.0681	0.0913	0.43537	0.0997	0.63404	0.45712	0.52924	0.07875	0.19478	0.55255	0.22348	0.50708	0.49695	0.56776	0.0679	0.06379	0.31045	0.54042	0.35397	0.43971	0.33867	0.1849	0.07249	0.06476	0.51294	0.44826	0.61692	0.63072	0.49056	0.20957	0.56025	0.48446	0.25809	0.16723	0.65113	0.64138	0.06036	0.06576	0.24208	0.26513	0.13601	0.49709	0.42172	0.07836	0.0686	0.06856	0.15239	0.07199	0.06088	0.08955	0.28771	0.5544	0.0748	0.21366	0.06046	0.60554	0.61219	0.46468	0.10975	0.55011	0.11157	0.47714	0.08008	0.64319	0.07116	0.10043	0.19534	0.19741	0.53326	0.06218	0.07023	0.52164	0.33483	0.33211	0.63651	0.07315	0.49795	0.32565	0.05881	0.11928	0.31096	0.2729	0.20877	0.50716	0.3061	0.67226	0.49718	0.06631	0.37768	0.07627	0.07361	0.27228	0.48202	0.2484	0.48361	0.57479	0.64627	0.14178	0.57627	0.07104	0.2714
cg24075738	0.05996	0.11549	0.66503	0.06422	0.05459	0.13949	0.12074	0.60149	0.26297	0.42698	0.05452	0.12319	0.50293	0.15185	0.46387	0.50116	0.52843	0.06468	0.05994	0.13197	0.52926	0.1842	0.31579	0.15383	0.15	0.05983	0.06549	0.39766	0.21276	0.6113	0.61463	0.52195	0.0946	0.37659	0.34194	0.13886	0.0918	0.6129	0.56146	0.05749	0.05313	0.09999	0.08393	0.07248	0.23427	0.17892	0.05573	0.06048	0.05933	0.11397	0.0661	0.06624	0.05987	0.25787	0.43184	0.06271	0.11692	0.06522	0.57562	0.58221	0.32481	0.08116	0.5425	0.08265	0.2711	0.06405	0.58606	0.06292	0.06874	0.11611	0.0826	0.23658	0.05519	0.0676	0.45957	0.12926	0.23541	0.62449	0.06743	0.38097	0.09944	0.06243	0.06457	0.36824	0.15751	0.07863	0.28169	0.26891	0.67203	0.42716	0.0688	0.29657	0.0684	0.06712	0.1022	0.35956	0.35806	0.28071	0.56414	0.58712	0.07073	0.47924	0.07195	0.17069
cg16614613	0.08013	0.09386	0.63065	0.07222	0.08104	0.15942	0.19854	0.64284	0.25104	0.56823	0.07348	0.09344	0.50178	0.18595	0.47395	0.48011	0.55723	0.09114	0.08406	0.12628	0.54907	0.21867	0.42671	0.16328	0.17711	0.09175	0.08464	0.47377	0.28109	0.61149	0.62243	0.48309	0.12241	0.52839	0.30761	0.15968	0.11726	0.56944	0.34078	0.0831	0.08305	0.13147	0.09723	0.08354	0.36689	0.16902	0.08339	0.08418	0.08625	0.11661	0.0889	0.07982	0.09325	0.27901	0.54419	0.09549	0.14484	0.08932	0.59826	0.58939	0.38767	0.11179	0.57525	0.105	0.33607	0.09097	0.5713	0.08922	0.08238	0.13682	0.1174	0.24962	0.08437	0.08724	0.43299	0.16038	0.31802	0.63573	0.08319	0.42539	0.19146	0.08261	0.09025	0.17599	0.19721	0.09353	0.28531	0.24578	0.64295	0.36786	0.0937	0.31551	0.08174	0.08717	0.12199	0.33096	0.14768	0.33337	0.57434	0.61446	0.08739	0.52519	0.0839	0.18916
cg14337339	0.22816	0.67343	0.06133	0.1111	0.08777	0.09471	0.11545	0.08947	0.07867	0.09853	0.74351	0.45136	0.10157	0.66805	0.39023	0.10618	0.10218	0.09638	0.63148	0.32751	0.09844	0.08383	0.57623	0.07521	0.11714	0.09321	0.08549	0.07965	0.34884	0.24125	0.69454	0.51487	0.10502	0.08786	0.09221	0.21485	0.60603	0.11991	0.69196	0.10389	0.28825	0.5842	0.10257	0.09491	0.72725	0.12265	0.09542	0.11147	0.08754	0.10736	0.59407	0.5289	0.65871	0.1109	0.13375	0.60299	0.1137	0.1275	0.09927	0.09475	0.1097	0.2978	0.56005	0.10997	0.1233	0.10491	0.07513	0.11048	0.08596	0.09068	0.16058	0.10648	0.12108	0.46381	0.14244	0.10969	0.08854	0.09799	0.40537	0.10688	0.43153	0.17691	0.09494	0.10172	0.32625	0.44606	0.62865	0.46915	0.10578	0.21458	0.1389	0.13265	0.65583	0.10158	0.08361	0.41819	0.62574	0.09895	0.10988	0.08873	0.15409	0.08127	0.56442	0.12155
cg08480458	0.27963	0.54942	0.07724	0.10894	0.07156	0.10263	0.19007	0.07324	0.06934	0.0912	0.60641	0.46986	0.0752	0.6021	0.38012	0.07789	0.08945	0.11982	0.59115	0.40123	0.08486	0.07856	0.50062	0.08302	0.08823	0.10854	0.08536	0.07038	0.54471	0.29896	0.58698	0.52608	0.08286	0.08114	0.07945	0.29364	0.62383	0.13199	0.58347	0.08742	0.46474	0.54289	0.11888	0.07169	0.60862	0.08206	0.0705	0.11924	0.08124	0.06994	0.57205	0.4665	0.60432	0.08206	0.09695	0.5948	0.10659	0.13538	0.07192	0.08122	0.08129	0.42306	0.51588	0.09165	0.097	0.08198	0.07626	0.07272	0.0758	0.10008	0.15589	0.08623	0.10317	0.42358	0.16767	0.0794	0.13082	0.07641	0.48104	0.0833	0.43272	0.20172	0.08528	0.09221	0.348	0.46782	0.54985	0.42256	0.07408	0.28964	0.21993	0.10492	0.57144	0.08845	0.07237	0.40863	0.5863	0.07983	0.08778	0.07145	0.1712	0.06089	0.49308	0.14993
cg11120913	0.27913	0.27518	0.62352	0.57507	0.58976	0.62932	0.11162	0.6582	0.31869	0.4913	0.15702	0.26579	0.53938	0.09101	0.33514	0.47871	0.59373	0.46733	0.08962	0.35468	0.62355	0.60669	0.15264	0.60502	0.55769	0.11009	0.13744	0.53651	0.12339	0.54805	0.08959	0.4458	0.5709	0.52232	0.61614	0.54135	0.10442	0.60909	0.12636	0.22218	0.19428	0.10102	0.3853	0.5991	0.14128	0.60202	0.68404	0.30848	0.6744	0.64482	0.13997	0.10571	0.12651	0.53668	0.51145	0.14399	0.3181	0.1512	0.54284	0.59281	0.46307	0.19123	0.1123	0.3988	0.54567	0.64934	0.64055	0.41709	0.54854	0.42634	0.63459	0.61582	0.42588	0.1325	0.47868	0.46656	0.31835	0.61302	0.25743	0.57009	0.26371	0.52283	0.54662	0.51494	0.15969	0.25336	0.112	0.09673	0.70057	0.54189	0.18294	0.52999	0.45066	0.31353	0.45197	0.37499	0.113	0.52191	0.52066	0.56071	0.40311	0.63079	0.11187	0.27861
cg26896572	0.37769	0.20419	0.71053	0.67244	0.6941	0.726	0.14723	0.74936	0.3442	0.58761	0.17168	0.25867	0.64548	0.15315	0.27587	0.57365	0.71998	0.58794	0.13512	0.45584	0.70532	0.71795	0.17334	0.71214	0.64047	0.14166	0.14052	0.63253	0.12613	0.63745	0.14506	0.56998	0.6576	0.59987	0.73265	0.6241	0.15013	0.70961	0.15408	0.22272	0.18051	0.14039	0.27813	0.69997	0.14538	0.71582	0.76558	0.37416	0.75467	0.75441	0.15899	0.13552	0.16862	0.67614	0.652	0.151	0.33602	0.15009	0.6893	0.71165	0.62105	0.19543	0.15048	0.35163	0.69172	0.72286	0.71618	0.54194	0.59198	0.4873	0.71547	0.72632	0.57968	0.14484	0.6217	0.5759	0.43294	0.7327	0.30248	0.68101	0.19253	0.62948	0.68331	0.6285	0.20251	0.14977	0.17649	0.13427	0.80358	0.66219	0.16759	0.57932	0.56125	0.36961	0.55812	0.47902	0.13051	0.64257	0.65657	0.64316	0.52776	0.74968	0.13081	0.21879
cg03847932	0.84808	0.80736	0.57911	0.28469	0.30776	0.65117	0.23427	0.30747	0.36113	0.38312	0.25282	0.45552	0.61773	0.75368	0.47018	0.83285	0.24614	0.71572	0.57239	0.73289	0.54683	0.27418	0.52466	0.32765	0.55956	0.40947	0.79101	0.70959	0.56432	0.26306	0.22977	0.55116	0.71638	0.62885	0.82151	0.59008	0.50238	0.75067	0.59786	0.66412	0.84177	0.52088	0.32056	0.46668	0.9047	0.70833	0.28095	0.41035	0.28757	0.83328	0.30817	0.41554	0.2171	0.60554	0.43591	0.51861	0.84724	0.56175	0.52892	0.30309	0.746	0.89152	0.60068	0.54845	0.80177	0.22651	0.24021	0.64432	0.70775	0.69869	0.53017	0.45248	0.33406	0.40866	0.62961	0.58526	0.79852	0.24805	0.67022	0.3131	0.66205	0.77192	0.45508	0.62828	0.83679	0.42026	0.84646	0.17994	0.45138	0.34078	0.67569	0.85468	0.6135	0.76458	0.27981	0.83603	0.87728	0.44781	0.49765	0.38491	0.70899	0.35017	0.64572	0.88959
cg04361551	0.14075	0.31758	0.63892	0.17517	0.54483	0.65366	0.33673	0.64637	0.12937	0.57285	0.31091	0.70259	0.17506	0.41568	0.41505	0.54339	0.45132	0.47734	0.70415	0.64343	0.63924	0.54024	0.5041	0.30522	0.48888	0.07186	0.12023	0.21121	0.12655	0.65105	0.59753	0.57571	0.41461	0.22564	0.1362	0.09077	0.08406	0.36419	0.33709	0.11877	0.37147	0.15373	0.33233	0.14478	0.22652	0.09195	0.10039	0.11294	0.08923	0.33645	0.08347	0.36941	0.07817	0.29657	0.50361	0.18908	0.13176	0.30389	0.62181	0.53448	0.51095	0.14211	0.59933	0.39327	0.21421	0.15233	0.48979	0.51326	0.47507	0.21798	0.17977	0.66023	0.45194	0.52514	0.54781	0.37296	0.27249	0.68195	0.08952	0.61159	0.10345	0.6168	0.61593	0.3373	0.13039	0.13902	0.35126	0.64677	0.67367	0.5038	0.13224	0.13925	0.6492	0.10463	0.26011	0.45164	0.49371	0.5971	0.3922	0.61366	0.16068	0.289	0.22411	0.10505
cg18116154	0.40549	0.62608	0.43404	0.07438	0.21973	0.0711	0.49146	0.06669	0.50292	0.38227	0.51488	0.50882	0.08308	0.33945	0.27252	0.1686	0.0764	0.071	0.54627	0.51825	0.06354	0.53234	0.4462	0.08624	0.4604	0.45551	0.07284	0.21766	0.5778	0.3255	0.68175	0.48918	0.43018	0.4522	0.06339	0.07164	0.45983	0.09786	0.50673	0.1052	0.5352	0.60567	0.08027	0.08008	0.54737	0.52666	0.07623	0.29483	0.07591	0.07553	0.10562	0.48542	0.11053	0.12988	0.07446	0.66693	0.06613	0.49629	0.21501	0.54655	0.1697	0.45219	0.0777	0.59392	0.52734	0.52259	0.3787	0.38942	0.05814	0.06642	0.47486	0.0728	0.08326	0.50859	0.18437	0.07896	0.07071	0.48325	0.12288	0.41224	0.39186	0.10243	0.07656	0.24052	0.39778	0.08419	0.59473	0.52069	0.68712	0.19834	0.09326	0.07962	0.44018	0.11868	0.1876	0.43801	0.07072	0.08896	0.07823	0.59216	0.37311	0.27562	0.13006	0.10647
cg11188318	0.19337	0.49358	0.58835	0.14972	0.10825	0.55706	0.19768	0.53397	0.59211	0.55631	0.64063	0.62639	0.35695	0.18082	0.44348	0.40601	0.44972	0.10315	0.39457	0.60039	0.20351	0.58434	0.09177	0.19808	0.5002	0.07137	0.52841	0.31422	0.08322	0.51113	0.50381	0.34614	0.45667	0.39962	0.26597	0.08289	0.17039	0.10183	0.48789	0.12426	0.1075	0.13677	0.14947	0.19457	0.12896	0.10118	0.05552	0.11943	0.07119	0.55366	0.08224	0.26052	0.08622	0.11055	0.52797	0.60067	0.14973	0.11278	0.59442	0.45093	0.57783	0.15399	0.55306	0.59153	0.08418	0.10962	0.60759	0.08087	0.07666	0.14257	0.22938	0.61861	0.07525	0.10951	0.45332	0.39608	0.23284	0.62528	0.08627	0.57283	0.10059	0.24114	0.08818	0.30639	0.26633	0.07825	0.22754	0.54167	0.61352	0.53808	0.07694	0.32927	0.1568	0.09748	0.14998	0.10115	0.07276	0.42176	0.48836	0.42087	0.26417	0.5957	0.07357	0.0706
